City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
474,Maceio,BR,-9.6658,-35.7353,76.44,100,75,8.05,light rain
475,Poum,NC,-20.2333,164.0167,75.18,72,11,9.69,few clouds
476,Ust-Kuyga,RU,70.0167,135.6,27.07,73,92,7.67,overcast clouds
477,Jaisalmer,IN,26.9147,70.9181,86.7,59,10,12.8,clear sky
478,Cravinhos,BR,-21.3403,-47.7294,75.92,62,93,5.53,overcast clouds
479,Sterling,US,39.0062,-77.4286,59.0,89,1,3.0,clear sky
480,Yaan,NG,7.3833,8.5667,69.33,95,25,1.83,scattered clouds
481,Smithers,CA,54.7804,-127.1743,46.72,81,90,6.91,light rain
482,Pinega,RU,64.7001,43.3936,40.42,95,81,4.56,broken clouds
483,Dembi Dolo,ET,8.5333,34.8,55.33,87,60,4.5,broken clouds
484,Lithakia,GR,37.7167,20.8333,70.59,88,40,0.0,light rain
485,Hambantota,LK,6.1241,81.1185,84.54,79,75,6.91,broken clouds
486,Mundo Nuevo,MX,18.7,-95.5,82.06,78,10,4.85,clear sky
487,Port Macquarie,AU,-31.4333,152.9167,80.38,58,97,13.18,overcast clouds
488,Vestmannaeyjar,IS,63.4427,-20.2734,43.95,71,59,14.97,broken clouds
489,Jacareacanga,BR,-6.2222,-57.7528,73.35,88,57,2.13,broken clouds
490,Sibu,MY,2.3,111.8167,88.11,70,40,3.44,scattered clouds
491,Moron,AR,-34.6534,-58.6198,64.29,82,48,8.01,scattered clouds
492,La Ronge,CA,55.1001,-105.2842,46.65,87,1,2.3,clear sky
493,Minador Do Negrao,BR,-9.3053,-36.8647,70.72,90,96,3.65,overcast clouds
494,Esil,KZ,51.9556,66.4042,39.79,69,100,12.53,overcast clouds
495,Port Keats,AU,-14.25,129.55,88.81,55,36,12.86,scattered clouds
496,Mogadishu,SO,2.0371,45.3438,78.67,89,75,12.66,broken clouds
497,Leningradskiy,RU,69.3833,178.4167,29.44,98,100,5.93,snow
498,Mayo,US,38.8876,-76.5119,60.87,90,1,0.0,clear sky
499,Tiznit,MA,29.5833,-9.5,80.42,17,0,7.54,clear sky
500,San-Pedro,CI,4.7485,-6.6363,73.87,94,100,3.89,overcast clouds
501,Paluan,PH,13.416,120.4623,84.97,72,71,5.59,light rain
502,Marhaura,IN,25.9667,84.8667,78.73,71,72,17.76,broken clouds
503,Brae,GB,60.3964,-1.353,39.11,82,6,4.99,clear sky
504,Boxmeer,NL,51.6467,5.9472,48.06,93,0,1.01,clear sky
505,Hohhot,CN,40.8106,111.6522,68.29,30,0,4.47,clear sky
506,Kurumkan,RU,54.3,110.3,42.21,54,57,1.68,broken clouds
507,Broome,US,42.2506,-75.833,55.81,73,90,1.01,overcast clouds
508,Sao Joao Da Ponte,BR,-15.9292,-44.0078,75.51,43,68,3.85,broken clouds
509,Norrtalje,SE,59.758,18.705,54.01,77,100,11.3,overcast clouds
510,Diffa,NE,13.3154,12.6113,81.25,62,99,6.08,overcast clouds
511,Bilibino,RU,68.0546,166.4372,14.63,94,100,2.55,overcast clouds
512,Qinhuangdao,CN,39.9317,119.5883,65.59,80,100,4.54,light rain
513,Lavrentiya,RU,65.5833,-171.0,34.05,81,100,20.87,overcast clouds
514,Wanaka,NZ,-44.7,169.15,52.14,49,19,3.87,few clouds
515,San Policarpo,PH,12.1791,125.5072,85.01,72,73,1.72,light rain
516,Isangel,VU,-19.55,169.2667,78.91,69,64,8.05,broken clouds
517,Kusti,SD,13.1629,32.6635,78.85,67,84,5.57,broken clouds
518,Bathurst,AU,-33.4166,149.5806,59.83,78,58,11.41,light rain
519,Ola,RU,59.5833,151.2833,38.88,52,100,21.94,overcast clouds
520,Nioro,GM,13.35,-15.75,74.26,91,36,4.72,scattered clouds
521,Zhigalovo,RU,54.8097,105.1578,38.95,63,100,1.14,overcast clouds
522,Gazojak,TM,41.1875,61.4036,55.65,51,10,13.56,clear sky
523,Rio Bueno,CL,-40.3167,-72.9667,44.44,99,71,3.15,broken clouds
524,Tombouctou,ML,20.0,-3.0,90.14,20,99,6.31,overcast clouds
525,Areia Branca,BR,-4.9561,-37.1369,76.51,78,3,12.8,clear sky
526,Derzhavinsk,KZ,51.1,66.3167,39.34,77,100,13.8,overcast clouds
527,Santa Engracia,ES,41.9406,-1.3245,59.14,78,73,12.71,broken clouds
528,Nuevitas,CU,21.5453,-77.2644,76.44,87,65,5.91,moderate rain
529,Waitati,NZ,-45.75,170.5667,53.33,53,85,11.54,overcast clouds
530,Jaciara,BR,-15.9653,-54.9683,80.33,44,10,1.79,clear sky
531,Nyaunglebin,MM,17.95,96.7333,86.18,77,49,4.88,scattered clouds
532,Saint Anthony,US,45.0205,-93.218,73.92,74,1,1.01,clear sky
533,Mondovi,IT,44.396,7.8176,65.79,94,17,1.95,few clouds
534,Tepexpan,MX,18.7458,-97.1544,58.19,96,93,2.37,light rain
535,Valleyview,CA,55.0667,-117.2859,42.84,75,54,4.61,broken clouds
536,Jardim De Piranhas,BR,-6.3786,-37.3519,78.19,64,45,11.72,scattered clouds
537,Shangrao,CN,28.4532,117.9686,82.18,72,92,1.45,light rain
538,Bella Union,UY,-30.2752,-57.6007,62.85,84,94,13.22,overcast clouds
539,Gushikawa,JP,26.3544,127.8686,87.03,70,90,13.8,overcast clouds
540,Gushi,CN,34.6425,109.5843,78.3,59,1,4.27,clear sky
541,Iquique,CL,-20.2208,-70.1431,62.64,83,57,5.35,broken clouds
542,Galich,RU,58.3797,42.3475,37.36,97,33,4.76,scattered clouds
543,Aksu,CN,41.1231,80.2644,76.89,14,2,3.4,clear sky
544,Ustka,PL,54.5805,16.8619,51.96,89,95,11.88,overcast clouds
545,Lumsden,CA,50.6501,-104.8678,56.01,31,99,5.53,overcast clouds
546,Punta Cardon,VE,11.6581,-70.215,83.46,68,95,9.6,overcast clouds
547,Wenling,CN,28.3669,121.36,81.1,76,67,4.94,light rain
548,Evensk,RU,61.95,159.2333,39.09,26,0,3.96,clear sky
549,Amapa,BR,1.0,-52.0,70.95,97,13,2.48,light rain
550,Praya,CV,14.9215,-23.5087,79.34,78,20,11.5,few clouds
551,Dubbo,AU,-32.25,148.6167,68.13,68,40,12.66,light rain
552,Maragogi,BR,-9.0122,-35.2225,73.69,89,46,7.2,moderate rain
553,Moba,CN,33.2288,105.0179,66.31,70,37,5.55,scattered clouds
554,Zyryanovsk,KZ,49.7386,84.2719,49.75,74,100,3.31,light rain
555,Erzurum,TR,40.0,41.5,44.28,76,100,4.34,overcast clouds
556,Najran,SA,17.4924,44.1277,68.65,33,55,1.32,broken clouds
557,Ascension,US,30.2169,-90.9001,74.26,99,1,0.0,clear sky
558,Dubai,AE,25.2582,55.3047,87.73,62,94,4.61,dust
559,Estelle,US,29.8458,-90.1067,73.99,87,40,4.61,light rain
560,Nyagan,RU,62.1406,65.3936,37.49,75,53,4.94,broken clouds
561,Lagos,NG,6.5833,3.75,77.32,93,84,3.2,light rain
562,Ancud,CL,-41.8697,-73.8203,47.73,85,92,15.03,light rain
563,Skegness,GB,53.1436,0.3363,48.97,80,57,13.8,broken clouds
564,Luba,GQ,3.4568,8.5547,76.89,85,90,1.25,overcast clouds
565,Mumbwa,ZM,-14.9783,27.0619,73.06,34,14,8.81,few clouds
566,Port Blair,IN,11.6667,92.75,84.33,73,24,8.97,few clouds
567,Zabid,YE,14.1951,43.3152,86.07,69,84,2.57,broken clouds
568,Seydi,TM,39.4816,62.9137,66.54,35,41,16.06,scattered clouds
569,Ketchikan,US,55.3422,-131.6461,51.78,87,90,23.02,light rain
570,Ritterhude,DE,53.1811,8.7216,48.16,92,0,1.01,clear sky
571,Kozhva,RU,65.1073,57.0459,41.54,97,100,4.85,overcast clouds
572,Mount Clemens,US,42.5973,-82.878,59.99,85,20,4.61,few clouds
573,Acara,BR,-1.9608,-48.1967,72.27,99,76,1.97,broken clouds
574,Launceston,AU,-41.45,147.1667,60.8,63,75,23.02,broken clouds
575,Kavaratti,IN,10.5669,72.642,81.72,79,90,14.05,light rain
576,Te Anau,NZ,-45.4167,167.7167,50.49,57,87,5.86,overcast clouds
577,Nhulunbuy,AU,-12.2333,136.7667,88.41,55,40,12.66,scattered clouds
578,Inhambane,MZ,-23.865,35.3833,69.78,88,20,4.61,few clouds
579,Zeya,RU,53.75,127.2667,44.74,68,94,4.72,light rain
580,Nokaneng,BW,-19.6667,22.2667,68.7,24,47,2.35,scattered clouds
581,Bida,NG,9.0833,6.0167,72.97,95,70,3.18,broken clouds
582,Aripuana,BR,-9.1667,-60.6333,73.81,81,71,2.39,broken clouds
583,Sambava,MG,-14.2667,50.1667,71.28,80,67,10.31,broken clouds
584,Tres Arroyos,AR,-38.3739,-60.2798,53.87,74,45,20.92,scattered clouds
585,Cotonou,BJ,6.3654,2.4183,80.58,83,40,6.91,light rain
586,Cockburn Town,TC,21.4612,-71.1419,82.94,72,2,11.61,clear sky
587,Mecca,SA,21.4267,39.8261,79.81,55,34,3.76,scattered clouds
588,Bubaque,GW,11.2833,-15.8333,81.07,73,97,4.05,overcast clouds
589,Manta,EC,-0.95,-80.7333,71.38,88,75,13.8,broken clouds
590,Drayton Valley,CA,53.2168,-114.9854,44.55,53,74,7.07,broken clouds
591,Cusco,PE,-13.5183,-71.9781,50.23,50,40,3.44,scattered clouds
592,Vytegra,RU,61.0064,36.4481,41.04,96,73,4.79,broken clouds
593,Jijiga,ET,9.35,42.8,65.93,70,51,8.88,broken clouds
594,Severnoye,RU,56.3491,78.3619,41.76,72,98,9.26,overcast clouds
595,Agadez,NE,19.75,10.25,77.56,13,47,11.25,scattered clouds
596,Agadir,MA,30.4202,-9.5982,66.65,42,3,2.77,clear sky
597,Oga,IT,46.4631,10.347,45.28,90,59,4.41,broken clouds
598,Rincon,US,32.296,-81.2354,75.85,92,1,0.0,clear sky
599,Goma,CD,-1.6792,29.2228,61.79,79,100,3.51,overcast clouds
600,Kalabo,ZM,-14.97,22.6814,71.08,46,49,4.94,scattered clouds
601,Araure,VE,9.5601,-69.2148,81.95,93,93,2.73,overcast clouds
602,Ous,RU,60.9058,61.5186,36.18,76,15,4.07,few clouds
603,Dori,BF,14.0354,-0.0345,84.6,47,78,9.84,broken clouds
604,Lucea,JM,18.451,-78.1736,82.26,73,1,4.92,clear sky
605,Gasa,PS,31.5,34.4667,69.78,75,0,4.25,clear sky
606,Buala,SB,-8.145,159.5921,84.31,72,93,9.84,light rain
607,Verkhnevilyuysk,RU,63.4453,120.3167,39.87,53,8,4.99,clear sky
608,Coburg,DE,50.2667,10.9667,49.05,95,14,2.82,light rain
609,Juba,SS,4.8517,31.5825,70.75,90,82,0.45,broken clouds
610,Pisco,PE,-13.7,-76.2167,62.65,88,90,3.44,overcast clouds
611,Guangyuan,CN,32.442,105.823,79.2,68,25,4.92,light rain
612,Vila,PT,42.0304,-8.1588,50.94,92,57,4.07,broken clouds
613,Kualakapuas,ID,-3.0091,114.3876,78.96,53,55,4.07,broken clouds
614,Keita,NE,14.7551,5.7749,75.2,57,100,7.36,overcast clouds
615,Luena,AO,-11.7833,19.9167,61.16,82,37,3.78,light rain
616,Macon,US,39.8667,-88.9668,72.66,88,1,0.0,clear sky
617,Kharp,RU,66.8014,65.8081,38.93,93,100,6.96,overcast clouds
618,Aksarka,RU,66.5606,67.7975,38.17,87,100,16.26,overcast clouds
619,Okakarara,NA,-20.5833,17.4333,60.28,23,2,7.65,clear sky
620,Sorong,ID,-0.8833,131.25,83.08,76,66,3.36,light rain
621,Hirara,JP,24.8,125.2833,87.66,70,40,8.05,scattered clouds
622,Mago,RU,53.2514,140.1822,49.59,92,100,1.52,light rain
623,Chandrapur,IN,19.95,79.3,83.5,75,11,1.28,few clouds
624,Severodvinsk,RU,64.5635,39.8302,39.31,94,47,8.34,scattered clouds
625,Oruro,BO,-17.9833,-67.15,48.96,57,0,6.08,clear sky
626,Santander,ES,43.4647,-3.8044,59.99,97,75,1.01,broken clouds
627,Solnechnyy,RU,50.7214,136.6319,63.03,32,52,5.75,broken clouds
628,Waycross,US,31.2136,-82.354,69.91,96,1,0.0,clear sky
629,Pimentel,PE,-6.8367,-79.9342,63.79,82,90,8.59,overcast clouds
630,Coihaique,CL,-45.5752,-72.0662,44.55,76,75,6.91,light rain
631,Beloha,MG,-25.1667,45.05,72.18,79,30,10.22,scattered clouds
632,Kangaatsiaq,GL,68.3065,-53.4641,36.18,75,81,15.01,broken clouds
633,Serenje,ZM,-13.2325,30.2352,64.36,53,20,3.94,few clouds
634,Chernogolovka,RU,56.0,38.3667,40.55,80,100,2.93,overcast clouds
635,Moerai,PF,-22.4333,-151.3333,75.7,76,4,7.78,clear sky
636,San Lucas,MX,16.6,-92.7167,72.36,90,54,3.83,light rain
637,Kapoeta,SS,4.7717,33.5903,74.55,77,95,2.89,overcast clouds
638,Les Cayes,HT,18.2,-73.75,78.1,83,23,4.05,few clouds
639,Ust-Uda,RU,54.1742,103.0304,41.45,56,47,2.3,scattered clouds
640,Apatfalva,HU,46.1667,20.5833,57.24,68,100,3.71,overcast clouds
641,Rio Gallegos,AR,-51.6226,-69.2181,48.25,43,90,10.36,overcast clouds
642,Hare Bay,CA,48.8499,-54.0148,51.4,98,100,8.99,overcast clouds
643,Ouadda,CF,8.0777,22.4007,67.87,91,97,2.68,overcast clouds
644,Vila Velha,BR,-20.3297,-40.2925,75.15,78,75,9.22,broken clouds
645,Saint-Francois,FR,46.4154,3.9054,40.44,96,40,0.0,mist
646,Kaduy,RU,59.2,37.15,41.04,96,55,3.53,broken clouds
647,Ribeira Brava,PT,32.65,-17.0667,72.23,71,12,9.75,few clouds
648,Medicine Hat,CA,50.0501,-110.6683,51.24,44,1,3.0,clear sky
649,Mareeba,AU,-17.0,145.4333,77.49,40,58,7.47,broken clouds
650,Natal,BR,-5.795,-35.2094,75.85,100,40,4.61,scattered clouds
651,Doha,QA,25.2867,51.5333,85.98,79,47,2.3,scattered clouds
652,Kirakira,SB,-10.4544,161.9205,81.23,82,85,9.22,light rain
653,Zheleznodorozhnyy,RU,55.7503,38.0042,42.37,78,100,3.29,overcast clouds
654,Adre,TD,13.4667,22.2,73.8,31,68,9.69,broken clouds
655,Dakar,SN,14.6937,-17.4441,82.53,83,20,9.22,few clouds
656,Chapais,CA,49.7834,-74.8492,40.78,91,83,3.85,broken clouds
657,Mendi,PG,-6.1761,143.6513,66.22,83,90,4.43,moderate rain
658,Shingu,JP,33.7333,135.9833,79.79,87,100,10.04,overcast clouds
659,Nobres,BR,-14.7203,-56.3275,81.36,52,8,1.39,clear sky
660,Kenai,US,60.5544,-151.2583,46.49,56,1,0.0,clear sky
661,Uray,RU,60.1247,64.7758,36.54,70,48,4.63,scattered clouds
662,Alibag,IN,18.6411,72.8792,82.38,83,100,13.89,overcast clouds
663,Barra Do Garcas,BR,-15.89,-52.2567,78.48,48,32,2.48,scattered clouds
664,Tabas,IR,33.5959,56.9244,85.71,10,0,0.65,clear sky
665,Hastings,GB,50.8552,0.5729,50.52,79,63,10.18,broken clouds
666,Cortes,ES,41.9395,-1.4396,59.61,80,76,11.9,broken clouds
667,Tahoua,NE,14.8888,5.2692,75.18,78,0,2.3,clear sky
668,Freeport,US,40.6576,-73.5832,63.99,68,90,3.44,overcast clouds
669,Vanderhoof,CA,54.0166,-124.0198,51.66,59,100,10.49,overcast clouds
670,Porto Novo,BJ,6.4965,2.6036,80.42,90,97,4.54,light rain
671,Plettenberg Bay,ZA,-34.0527,23.3716,57.02,84,99,15.43,overcast clouds
672,Richards Bay,ZA,-28.783,32.0377,64.98,87,100,1.1,light rain
673,Marrakesh,MA,31.6315,-8.0083,71.67,60,40,4.61,scattered clouds
674,Huilong,CN,31.8111,121.655,81.99,63,36,8.95,scattered clouds
675,Bella Vista,US,36.4295,-94.2316,73.04,80,1,4.0,clear sky
676,Abapo,BO,-18.8333,-63.4667,71.69,55,19,3.15,few clouds
677,Nenjiang,CN,49.1833,125.2167,50.4,46,6,13.91,clear sky
678,Sibolga,ID,1.7427,98.7792,75.65,94,100,3.15,light rain
679,Maua,BR,-23.6678,-46.4614,64.36,83,89,6.33,overcast clouds
680,Tuttlingen,DE,47.9833,8.8167,48.09,84,20,1.39,few clouds
681,Babstovo,RU,48.1167,132.4833,57.65,33,0,13.42,clear sky
682,Aksay,RU,47.26,39.87,45.25,50,1,8.99,clear sky
683,Itoman,JP,26.1247,127.6694,87.82,66,20,16.11,few clouds
684,Colotlan,MX,22.1,-103.2667,65.77,71,95,2.33,light rain
685,Hokitika,NZ,-42.7167,170.9667,51.84,55,82,6.76,broken clouds
686,Swan Hill,AU,-35.3378,143.5544,63.16,74,100,10.31,light rain
687,Springbok,ZA,-29.6643,17.8865,49.35,71,41,5.37,scattered clouds
688,Cururupu,BR,-1.8283,-44.8683,74.57,95,46,2.84,scattered clouds
689,Cangas,ES,42.2641,-8.7846,62.01,86,0,1.99,clear sky
690,Dongsheng,CN,39.8161,109.9776,70.09,17,35,11.39,scattered clouds
691,Baijiantan,CN,45.6333,85.1833,71.19,33,71,16.11,broken clouds
692,Geraldton,AU,-28.7667,114.6,73.81,40,1,11.5,clear sky
693,Manokwari,ID,-0.8667,134.0833,84.76,68,83,8.79,broken clouds
694,Effingham,US,32.3669,-81.3332,75.83,96,0,1.83,clear sky
695,Bilma,NE,18.6853,12.9164,81.61,10,13,13.18,few clouds
696,Thinadhoo,MV,0.5333,72.9333,82.51,70,100,4.59,overcast clouds
697,Rokytne,UA,51.2796,27.214,39.04,91,10,8.25,clear sky
698,Gizo,SB,-8.103,156.8419,84.83,68,32,6.02,light rain
699,Xuanzhou,CN,30.9525,118.7553,80.76,58,7,4.74,clear sky
700,Catuday,PH,16.2923,119.8062,82.76,73,9,4.27,clear sky
701,Shakhtinsk,KZ,49.71,72.5872,41.56,76,84,10.27,broken clouds
702,Bend,US,44.0582,-121.3153,57.45,56,1,1.01,clear sky
703,Oktyabrskiy,RU,54.4815,53.471,37.13,64,16,2.26,few clouds
704,Olinda,BR,-8.0089,-34.8553,78.53,89,75,10.36,light rain
705,Tshikapa,CD,-6.4167,20.8,70.81,93,91,0.94,overcast clouds
706,Manzhouli,CN,49.6,117.4333,42.96,47,43,16.89,scattered clouds
707,Aguas Verdes,PE,-3.4814,-80.245,69.98,81,91,6.46,overcast clouds
708,Kedrovyy,RU,56.1667,91.8167,36.01,69,100,4.74,overcast clouds
709,Jacksonville,US,30.3322,-81.6556,75.97,81,1,4.61,mist
710,Labuhan,ID,-6.8844,112.2051,89.37,55,8,7.54,clear sky
711,Itarema,BR,-2.9248,-39.9167,78.46,84,30,13.65,scattered clouds
712,Zheshart,RU,62.0731,49.5733,44.1,91,100,7.61,overcast clouds
713,Xapuri,BR,-10.6517,-68.5044,73.29,86,64,2.66,broken clouds
